"user_id","days_since_last_session","total_sessions_count","total_orders_count","total_duration_minutes","is_churned"
2519,25,6,0,93,0
2520,26,3,0,31,0
2521,10,2,0,38,0
2522,7,12,0,334,0
2523,31,4,0,70,1
2524,5,3,0,30,0
2525,44,2,0,24,1
2526,7,3,0,46,0
2527,23,1,0,13,0
2528,5,4,0,77,0
2529,2,7,0,77,0
2530,6,1,0,11,0
2531,92,1,0,11,1
2532,38,6,1,188,1
2533,3,19,4,3601,0
2534,12,8,0,109,0
2535,122,1,0,8,1
2536,6,11,0,233,0
2537,14,1,0,12,0
2538,7,23,7,7829,0
2539,13,10,0,249,0
2540,77,4,0,72,1
2541,5,9,0,170,0
2542,6,21,8,7489,0
2543,6,4,0,64,0
2544,37,8,0,293,1
2545,31,9,0,154,1
2546,4,8,0,137,0
2547,2,4,0,65,0
2548,19,2,0,27,0
2549,72,2,0,22,1
2550,30,5,0,85,0
2551,4,6,0,97,0
2552,46,11,0,345,1
2553,32,5,0,113,1
2554,10,6,0,128,0
2555,10,8,0,178,0
2556,3,5,0,74,0
2557,39,2,0,21,1
2558,2,4,0,85,0
2559,283,1,0,6,1
2560,22,2,0,23,0
2561,3,22,3,2506,0
2562,221,1,0,8,1
2563,2,1,0,9,0
2564,18,2,0,13,0
2565,22,8,0,131,0
2566,2,7,0,227,0
2567,2,10,0,315,0
2568,80,5,0,132,1
2569,7,3,0,39,0
2570,16,7,0,166,0
2571,21,21,6,6409,0
2572,19,2,0,18,0
2573,3,11,0,294,0
2574,3,5,0,79,0
2575,43,7,0,160,1
2576,2,10,0,298,0
2577,181,2,0,23,1
2578,43,4,0,73,1
2579,17,16,10,6421,0
2580,318,1,0,7,1
2581,9,1,0,3,0
2582,69,7,0,162,1
2583,17,6,0,166,0
2584,222,1,0,18,1
2585,127,2,0,36,1
2586,2,9,1,362,0
2587,28,3,0,34,0
2588,34,2,0,41,1
2589,1,3,0,23,0
2590,3,4,0,61,0
2591,5,3,0,34,0
2592,44,2,0,14,1
2593,11,4,0,45,0
2594,999,0,0,0,1
2595,70,14,0,442,1
2596,12,4,0,69,0
2597,1,25,4,4613,0
2598,9,3,0,30,0
2599,91,3,0,49,1
2600,33,6,0,112,1
2601,14,7,0,131,0
2602,2,7,0,124,0
2603,13,19,9,7963,0
2604,15,19,7,6157,0
2605,7,4,0,26,0
2606,999,0,0,0,1
2607,13,1,0,32,0
2608,6,1,0,9,0
2609,9,3,0,57,0
2610,26,3,0,22,0
2611,35,2,0,23,1
2612,39,12,2,617,1
2613,8,1,0,11,0
2614,999,0,0,0,1
2615,4,8,0,150,0
2616,3,4,0,39,0
2617,21,9,1,199,0
2618,105,2,0,35,1
2619,4,8,1,235,0
2620,16,5,0,161,0
2621,19,3,0,67,0
2622,5,4,0,84,0
2623,4,7,0,176,0
2624,76,2,0,21,1
2625,2,2,0,32,0
2626,12,2,0,12,0
2627,24,7,2,410,0
2628,104,1,0,14,1
2629,184,1,0,15,1
2630,11,6,0,94,0
2631,33,2,0,31,1
2632,39,2,0,35,1
2633,3,16,10,7386,0
2634,36,2,0,17,1
2635,1,11,0,315,0
2636,76,1,0,10,1
2637,49,7,1,189,1
2638,58,3,0,29,1
2639,252,1,0,18,1
2640,22,7,0,86,0
2641,12,25,6,6163,0
2642,14,19,6,5412,0
2643,185,2,0,16,1
2644,999,0,0,0,1
2645,28,8,1,218,0
2646,8,6,0,104,0
2647,1,27,6,7259,0
2648,296,1,0,18,1
2649,5,7,2,505,0
2650,227,1,0,13,1
2651,29,3,0,24,0
2652,2,6,0,135,0
2653,9,7,0,106,0
2654,58,9,1,251,1
2655,22,7,0,146,0
2656,21,1,0,6,0
2657,40,11,0,368,1
2658,6,3,0,45,0
2659,999,0,0,0,1
2660,19,11,0,331,0
2661,7,8,0,182,0
2662,13,18,7,5562,0
2663,2,3,0,38,0
2664,52,2,0,21,1
2665,3,2,0,38,0
2666,24,2,0,25,0
2667,95,3,0,50,1
2668,1,16,2,884,0
2669,15,12,1,444,0
2670,171,5,0,160,1
2671,2,6,0,46,0
2672,29,3,0,37,0
2673,13,16,0,434,0
2674,999,0,0,0,1
2675,75,1,0,4,1
2676,999,0,0,0,1
2677,6,7,0,166,0
2678,2,6,0,123,0
2679,11,4,0,66,0
2680,999,0,0,0,1
2681,7,14,7,4468,0
2682,16,10,0,217,0
2683,5,15,0,413,0
2684,33,3,0,28,1
2685,19,2,0,27,0
2686,89,4,0,53,1
2687,2,6,0,132,0
2688,18,5,0,123,0
2689,6,8,0,143,0
2690,39,5,0,58,1
2691,8,23,5,5181,0
2692,77,4,0,64,1
2693,14,2,0,17,0
2694,38,6,0,177,1
2695,999,0,0,0,1
2696,25,5,0,102,0
2697,3,35,16,19789,0
2698,2,5,0,86,0
2699,22,8,0,275,0
2700,4,2,0,33,0
2701,19,1,0,16,0
2702,104,1,0,16,1
2703,20,8,0,226,0
2704,21,6,0,152,0
2705,77,5,0,56,1
2706,46,4,0,40,1
2707,52,7,0,138,1
2708,3,3,0,20,0
2709,1,10,0,202,0
2710,999,0,0,0,1
2711,14,7,0,123,0
2712,999,0,0,0,1
2713,153,1,0,13,1
2714,9,11,0,329,0
2715,22,7,0,99,0
2716,26,4,0,86,0
2717,999,0,0,0,1
2718,28,5,0,66,0
2719,14,3,0,36,0
2720,4,9,0,291,0
2721,12,7,0,242,0
2722,31,4,0,33,1
2723,42,3,0,58,1
2724,18,1,0,7,0
2725,12,4,0,87,0
2726,36,4,0,103,1
2727,2,24,10,9630,0
2728,4,3,0,130,0
2729,1,12,0,411,0
2730,1,28,8,9364,0
2731,37,7,1,185,1
2732,263,1,0,18,1
2733,16,3,0,27,0
2734,2,4,0,53,0
2735,3,1,0,5,0
2736,82,1,0,23,1
2737,38,6,0,132,1
2738,9,7,0,112,0
2739,37,3,0,24,1
2740,5,5,0,109,0
2741,29,6,0,153,0
2742,97,1,0,15,1
2743,4,26,12,12549,0
2744,3,20,4,3108,0
2745,6,15,0,402,0
2746,54,5,0,131,1
2747,11,1,0,5,0
2748,95,4,0,31,1
2749,29,7,0,209,0
2750,999,0,0,0,1
2751,6,2,0,20,0
2752,12,3,0,34,0
2753,999,0,0,0,1
2754,12,7,0,172,0
2755,2,4,0,57,0
2756,40,4,0,52,1
2757,31,2,0,9,1
2758,3,3,0,36,0
2759,60,4,0,42,1
2760,999,0,0,0,1
2761,32,8,0,205,1
2762,11,7,0,132,0
2763,9,4,0,63,0
2764,38,3,0,44,1
2765,4,9,0,295,0
2766,3,14,9,6508,0
2767,59,3,0,28,1
2768,143,2,0,12,1
2769,999,0,0,0,1
2770,2,7,0,82,0
2771,3,18,7,4720,0
2772,14,20,6,5295,0
2773,25,9,1,239,0
2774,85,5,0,101,1
2775,2,14,0,426,0
2776,2,1,0,14,0
2777,9,2,0,27,0
2778,121,1,0,11,1
2779,4,1,0,40,0
2780,28,3,0,24,0
2781,39,2,0,33,1
2782,54,6,1,142,1
2783,15,8,1,260,0
2784,73,3,0,29,1
2785,18,2,0,13,0
2786,2,9,0,183,0
2787,136,1,0,7,1
2788,999,0,0,0,1
2789,999,0,0,0,1
2790,1,6,0,106,0
2791,16,6,0,100,0
2792,2,4,0,43,0
2793,22,10,0,224,0
2794,41,6,0,65,1
2795,16,3,0,25,0
2796,10,6,0,152,0
2797,134,6,0,142,1
2798,13,4,0,84,0
2799,7,24,12,12099,0
2800,2,12,0,307,0
2801,6,8,0,272,0
2802,2,27,14,16400,0
2803,6,4,0,57,0
2804,12,6,0,178,0
2805,69,2,0,23,1
2806,67,4,0,71,1
2807,47,3,0,43,1
2808,17,5,0,40,0
2809,6,12,0,342,0
2810,999,0,0,0,1
2811,5,3,0,25,0
2812,5,5,0,49,0
2813,4,6,0,109,0
2814,29,5,0,114,0
2815,13,9,0,138,0
2816,57,11,0,348,1
2817,45,1,0,9,1
2818,6,17,2,1017,0
2819,69,7,0,118,1
2820,21,6,0,105,0
2821,4,5,0,119,0
2822,21,10,1,296,0
2823,16,19,8,7135,0
2824,13,29,5,6156,0
2825,14,18,6,5385,0
2826,14,17,5,3561,0
2827,12,10,0,176,0
2828,6,7,0,184,0
2829,12,8,1,269,0
2830,15,7,0,154,0
2831,158,3,0,41,1
2832,120,1,0,4,1
2833,165,1,0,6,1
2834,6,2,0,17,0
2835,2,5,0,113,0
2836,31,6,0,107,1
2837,19,3,0,46,0
2838,20,11,0,322,0
2839,1,14,1,386,0
2840,999,0,0,0,1
2841,111,2,0,12,1
2842,5,2,0,17,0
2843,69,2,0,18,1
2844,10,15,0,507,0
2845,6,10,0,273,0
2846,4,8,1,224,0
2847,110,6,0,86,1
2848,17,2,0,22,0
2849,63,9,0,252,1
2850,13,12,2,1305,0
2851,11,19,4,2922,0
2852,103,1,0,10,1
2853,61,3,0,38,1
2854,19,3,0,33,0
2855,109,2,0,13,1
2856,5,4,0,82,0
2857,2,26,12,14690,0
2858,192,5,0,70,1
2859,8,22,11,11662,0
2860,133,1,0,21,1
2861,37,1,0,5,1
2862,54,10,1,264,1
2863,156,2,0,28,1
2864,27,5,0,32,0
2865,4,10,0,264,0
2866,159,2,0,12,1
2867,2,6,0,66,0
2868,31,4,0,98,1
2869,34,8,0,217,1
2870,34,4,0,60,1
2871,15,22,5,5607,0
2872,8,11,2,745,0
2873,3,7,1,199,0
2874,131,2,0,21,1
2875,6,3,0,34,0
2876,25,3,0,51,0
2877,114,3,0,31,1
2878,23,8,0,153,0
2879,65,9,0,305,1
2880,18,1,0,13,0
2881,39,4,0,88,1
2882,4,9,0,185,0
2883,7,12,0,317,0
2884,2,6,0,94,0
2885,61,4,0,44,1
2886,3,8,0,156,0
2887,144,1,0,6,1
2888,48,2,0,36,1
2889,55,6,0,125,1
2890,121,1,0,10,1
2891,999,0,0,0,1
2892,16,2,0,24,0
2893,21,3,0,66,0
2894,33,2,0,19,1
2895,54,3,1,85,1
2896,30,1,0,12,0
2897,37,2,0,28,1
2898,8,16,8,5353,0
2899,4,6,0,127,0
2900,1,11,0,376,0
2901,54,4,0,54,1
2902,14,11,0,364,0
2903,58,4,0,67,1
2904,40,6,1,175,1
2905,11,4,0,95,0
2906,999,0,0,0,1
2907,999,0,0,0,1
2908,5,5,0,64,0
2909,26,2,0,33,0
2910,9,7,0,202,0
2911,41,2,0,16,1
2912,30,3,0,25,0
2913,129,1,0,13,1
2914,94,2,0,48,1
2915,13,7,0,191,0
2916,83,3,0,50,1
2917,137,2,0,12,1
2918,999,0,0,0,1
2919,77,1,0,10,1
2920,12,5,0,45,0
2921,37,4,0,74,1
2922,7,10,0,158,0
2923,2,25,10,10517,0
2924,17,2,0,28,0
2925,18,9,2,583,0
2926,3,4,0,28,0
2927,57,6,0,196,1
2928,104,2,0,28,1
2929,1,14,7,4949,0
2930,13,10,0,365,0
2931,3,8,0,212,0
2932,7,13,0,338,0
2933,286,1,0,14,1
2934,9,5,0,158,0
2935,2,7,0,156,0
2936,11,18,1,518,0
2937,999,0,0,0,1
2938,114,1,0,29,1
2939,2,9,0,170,0
2940,31,3,0,30,1
2941,44,6,0,127,1
2942,18,17,8,6094,0
2943,25,6,0,227,0
2944,8,12,2,746,0
2945,3,26,8,8337,0
2946,1,29,10,12022,0
2947,36,4,0,95,1
2948,12,4,0,104,0
2949,1,11,0,263,0
2950,48,5,0,116,1
2951,93,3,0,40,1
2952,16,2,0,30,0
2953,34,11,0,306,1
2954,3,3,0,39,0
2955,21,15,1,450,0
2956,29,4,0,28,0
2957,26,4,0,124,0
2958,67,4,0,50,1
2959,15,7,0,268,0
2960,82,2,0,26,1
2961,999,0,0,0,1
2962,20,7,0,199,0
2963,999,0,0,0,1
2964,2,2,0,16,0
2965,198,1,0,6,1
2966,263,1,0,8,1
2967,2,5,0,68,0
2968,39,2,0,13,1
2969,51,5,0,92,1
2970,12,7,2,437,0
2971,3,7,0,168,0
2972,68,1,0,13,1
2973,5,1,0,4,0
2974,159,1,0,8,1
2975,1,18,5,4275,0
2976,999,0,0,0,1
2977,999,0,0,0,1
2978,5,3,0,93,0
2979,14,9,0,247,0
2980,8,3,0,30,0
2981,8,10,0,263,0
2982,6,4,0,66,0
2983,2,11,0,314,0
2984,6,6,0,123,0
2985,56,9,0,274,1
2986,18,8,0,226,0
2987,4,5,0,124,0
2988,20,4,0,81,0
2989,6,3,0,46,0
2990,9,4,0,39,0
2991,182,1,0,6,1
2992,27,5,0,121,0
2993,7,4,0,78,0
2994,69,3,0,30,1
2995,50,1,0,24,1
2996,2,4,0,57,0
2997,33,11,2,602,1
2998,16,3,0,40,0
2999,93,1,0,24,1
3000,1,10,0,174,0
3001,4,2,0,13,0
3002,3,4,0,45,0
3003,1,5,0,67,0
3004,28,5,1,128,0
3005,9,11,1,330,0
3006,4,8,0,234,0
3007,5,4,0,74,0
3008,1,15,1,426,0
3009,67,1,0,20,1
3010,11,3,0,40,0
3011,1,6,0,117,0
3012,19,10,0,325,0
3013,83,7,0,138,1
3014,1,31,14,16652,0
3015,37,5,0,58,1
3016,11,7,0,172,0
3017,12,9,1,177,0
3018,9,4,0,49,0
3019,10,1,0,24,0
3020,105,7,0,166,1
3021,56,7,0,86,1
3022,3,14,1,378,0
3023,139,1,0,20,1
3024,11,2,0,11,0
3025,17,1,0,4,0
3026,8,2,0,36,0
3027,4,3,0,23,0
3028,41,11,1,320,1
3029,2,22,9,9707,0
3030,30,4,0,51,0
3031,999,0,0,0,1
3032,2,6,0,95,0
3033,65,3,0,40,1
3034,999,0,0,0,1
3035,14,14,3,1943,0
3036,7,2,0,24,0
3037,19,13,4,2154,0
3038,8,11,0,346,0
3039,40,4,0,43,1
3040,999,0,0,0,1
3041,1,12,1,391,0
3042,3,7,0,124,0
3043,231,1,0,17,1
3044,6,14,0,388,0
3045,7,7,0,85,0
3046,62,2,0,30,1
3047,63,2,0,38,1
3048,42,4,0,126,1
3049,7,10,0,377,0
3050,6,8,0,222,0
3051,20,3,0,77,0
3052,4,2,0,21,0
3053,1,2,0,55,0
3054,2,6,0,102,0
3055,83,2,0,32,1
3056,30,1,0,5,0
3057,14,2,0,45,0
3058,2,14,1,355,0
3059,38,8,1,255,1
3060,125,3,0,82,1
3061,5,4,0,46,0
3062,999,0,0,0,1
3063,11,2,0,28,0
3064,36,1,0,8,1
3065,9,1,0,13,0
3066,284,1,0,15,1
3067,5,25,14,15812,0
3068,55,3,0,46,1
3069,139,1,0,14,1
3070,12,4,0,33,0
3071,60,2,0,23,1
3072,3,8,0,170,0
3073,7,6,0,121,0
3074,73,7,0,212,1
3075,33,3,0,55,1
3076,16,4,0,92,0
3077,15,11,0,384,0
3078,3,9,0,150,0
3079,7,30,12,17337,0
3080,18,4,0,46,0
3081,7,19,7,5634,0
3082,23,4,0,68,0
3083,20,5,0,91,0
3084,11,5,0,88,0
3085,47,2,0,30,1
3086,68,1,0,8,1
3087,25,3,0,68,0
3088,10,25,7,8221,0
3089,19,7,0,111,0
3090,38,4,0,82,1
3091,69,5,0,101,1
3092,25,4,0,56,0
3093,15,14,2,764,0
3094,999,0,0,0,1
3095,6,9,2,663,0
3096,42,2,0,28,1
3097,90,3,0,34,1
3098,4,7,0,244,0
3099,8,4,0,87,0
3100,8,2,0,29,0
3101,74,3,0,58,1
3102,999,0,0,0,1
3103,43,7,4,1196,1
3104,5,2,0,41,0
3105,79,1,0,4,1
3106,999,0,0,0,1
3107,125,2,0,31,1
3108,3,20,7,5768,0
3109,999,0,0,0,1
3110,198,2,0,18,1
3111,999,0,0,0,1
3112,2,2,0,22,0
3113,40,9,0,208,1
3114,2,10,0,256,0
3115,21,6,0,88,0
3116,125,2,0,17,1
3117,9,5,0,86,0
3118,18,1,0,8,0
3119,34,9,0,284,1
3120,14,11,0,280,0
3121,25,7,0,164,0
3122,1,8,0,163,0
3123,6,10,0,309,0
3124,12,11,0,267,0
3125,10,7,0,197,0
3126,45,3,0,74,1
3127,1,25,8,9138,0
3128,9,3,0,38,0
3129,999,0,0,0,1
3130,84,2,0,16,1
3131,62,1,0,17,1
3132,5,9,1,271,0
3133,6,6,0,102,0
3134,164,1,0,6,1
3135,5,1,0,5,0
3136,41,4,0,47,1
3137,20,1,0,24,0
3138,3,11,0,275,0
3139,19,2,0,25,0
3140,87,5,0,116,1
3141,6,27,9,9189,0
3142,4,7,0,125,0
3143,3,7,0,177,0
3144,5,5,0,122,0
3145,2,8,0,163,0
3146,6,8,0,150,0
3147,196,3,0,41,1
3148,39,3,0,40,1
3149,999,0,0,0,1
3150,999,0,0,0,1
3151,92,9,0,306,1
3152,19,1,0,7,0
3153,5,11,0,309,0
3154,19,2,0,12,0
3155,43,3,0,35,1
3156,97,3,0,31,1
3157,10,4,0,44,0
3158,26,1,0,21,0
3159,10,1,0,14,0
3160,7,13,1,474,0
3161,21,13,0,339,0
3162,4,2,0,27,0
3163,999,0,0,0,1
3164,15,7,0,139,0
3165,65,5,0,115,1
3166,35,5,0,53,1
3167,22,1,0,24,0
3168,29,5,0,128,0
3169,8,9,0,169,0
3170,20,2,0,35,0
3171,12,3,0,42,0
3172,17,1,0,8,0
3173,36,6,0,211,1
3174,95,1,0,30,1
3175,115,5,0,87,1
3176,43,3,0,38,1
3177,999,0,0,0,1
3178,138,2,0,28,1
3179,148,2,0,29,1
3180,46,10,2,639,1
3181,999,0,0,0,1
3182,4,25,11,12391,0
3183,6,13,4,2354,0
3184,28,1,0,22,0
3185,24,11,0,343,0
3186,6,14,0,461,0
3187,221,1,0,12,1
3188,2,3,0,30,0
3189,255,1,0,11,1
3190,33,2,0,24,1
3191,47,3,0,61,1
3192,3,25,6,6656,0
3193,18,22,3,2704,0
3194,5,4,0,85,0
3195,26,6,0,99,0
3196,21,10,0,175,0
3197,30,1,0,13,0
3198,49,3,0,36,1
3199,1,17,1,493,0
3200,3,12,0,349,0
3201,127,1,0,12,1
3202,248,1,0,3,1
3203,12,2,0,19,0
3204,22,3,0,69,0
3205,999,0,0,0,1
3206,87,2,0,34,1
3207,10,10,0,268,0
3208,5,4,0,54,0
3209,14,3,0,37,0
3210,34,9,0,139,1
3211,1,6,0,75,0
3212,2,11,0,401,0
3213,12,6,0,46,0
3214,120,4,0,93,1
3215,999,0,0,0,1
3216,19,1,0,8,0
3217,5,4,0,124,0
3218,95,1,0,22,1
3219,20,8,0,149,0
3220,3,20,7,6352,0
3221,2,7,0,73,0
3222,7,11,0,349,0
3223,19,7,0,153,0
3224,2,13,0,372,0
3225,11,20,3,2507,0
3226,1,11,1,356,0
3227,8,14,0,401,0
3228,24,3,0,28,0
3229,52,1,0,3,1
3230,3,10,3,1608,0
3231,8,16,0,576,0
3232,78,1,0,24,1
3233,9,2,0,26,0
3234,21,10,0,313,0
3235,999,0,0,0,1
3236,32,4,0,93,1
3237,109,1,0,11,1
3238,7,10,0,192,0
3239,12,16,1,519,0
3240,18,8,0,223,0
3241,95,2,0,26,1
3242,2,4,0,107,0
3243,94,3,0,34,1
3244,7,25,7,8408,0
3245,4,5,0,80,0
3246,7,5,0,58,0
3247,12,5,0,88,0
3248,20,9,0,307,0
3249,10,5,0,103,0
3250,16,23,5,4466,0
3251,172,2,0,33,1
3252,8,5,0,59,0
3253,16,10,0,181,0
3254,13,7,0,139,0
3255,1,7,0,60,0
3256,230,1,0,8,1
3257,14,4,0,30,0
3258,999,0,0,0,1
3259,51,5,0,74,1
3260,5,15,0,419,0
3261,41,5,0,73,1
3262,60,1,0,5,1
3263,129,5,0,68,1
3264,18,1,0,10,0
3265,999,0,0,0,1
3266,9,8,0,271,0
3267,127,3,0,42,1
3268,3,9,0,239,0
3269,8,7,0,168,0
3270,1,24,9,9870,0
3271,12,7,0,117,0
3272,6,8,0,156,0
3273,205,1,0,19,1
3274,30,3,0,34,0
3275,5,10,0,225,0
3276,47,7,0,188,1
3277,75,1,0,8,1
3278,68,2,0,23,1
3279,24,1,0,10,0
3280,64,3,0,44,1
3281,999,0,0,0,1
3282,14,4,0,46,0
3283,30,3,0,35,0
3284,76,5,0,99,1
3285,9,9,0,141,0
3286,19,6,0,109,0
3287,7,14,6,4332,0
3288,80,2,0,30,1
3289,15,7,0,228,0
3290,999,0,0,0,1
3291,55,2,0,17,1
3292,56,7,0,111,1
3293,3,2,0,31,0
3294,15,1,0,6,0
3295,60,10,0,266,1
3296,999,0,0,0,1
3297,2,6,0,120,0
3298,29,5,0,124,0
3299,31,4,0,29,1
3300,999,0,0,0,1
3301,19,4,0,94,0
3302,6,5,1,112,0
3303,999,0,0,0,1
3304,2,2,0,19,0
3305,1,15,2,892,0
3306,28,3,0,45,0
3307,25,12,1,362,0
3308,1,9,1,271,0
3309,3,14,5,3029,0
3310,102,3,0,33,1
3311,2,18,2,1546,0
3312,4,5,0,196,0
3313,29,4,0,61,0
3314,17,9,0,197,0
3315,149,2,0,22,1
3316,13,17,5,3756,0
3317,5,4,0,55,0
3318,8,14,0,472,0
3319,12,5,0,89,0
3320,39,10,1,250,1
3321,34,3,0,45,1
3322,16,5,0,57,0
3323,16,12,0,375,0
3324,16,5,0,78,0
3325,0,10,1,317,0
3326,44,3,0,40,1
3327,3,6,0,53,0
3328,4,10,0,282,0
3329,11,8,0,150,0
3330,93,2,0,18,1
3331,20,7,0,150,0
3332,19,8,0,241,0
3333,39,1,0,2,1
3334,5,6,0,93,0
3335,4,8,0,303,0
3336,3,3,0,37,0
3337,23,12,0,355,0
3338,44,13,4,2716,1
3339,23,2,0,18,0
3340,4,8,0,153,0
3341,75,1,0,14,1
3342,172,4,0,80,1
3343,5,6,0,117,0
3344,3,16,1,392,0
3345,23,3,0,44,0
3346,2,10,1,295,0
3347,3,10,3,654,0
3348,12,19,5,4040,0
3349,26,4,0,73,0
3350,82,2,0,22,1
3351,48,2,0,57,1
3352,177,3,0,24,1
3353,2,7,0,110,0
3354,4,7,0,147,0
3355,29,4,0,72,0
3356,25,2,0,29,0
3357,4,23,9,10488,0
3358,2,10,0,367,0
3359,259,3,0,51,1
3360,3,3,0,30,0
3361,14,11,0,320,0
3362,2,12,2,672,0
3363,37,6,1,166,1
3364,4,10,0,328,0
3365,12,10,0,313,0
3366,6,6,0,138,0
3367,2,10,0,387,0
3368,138,4,0,47,1
3369,26,1,0,16,0
3370,5,8,0,189,0
3371,69,3,0,33,1
3372,7,10,1,357,0
3373,2,5,0,53,0
3374,5,2,0,64,0
3375,34,7,0,118,1
3376,10,12,0,332,0
3377,19,9,0,267,0
3378,60,2,0,17,1
3379,32,4,0,53,1
3380,14,16,0,494,0
3381,1,30,16,18563,0
3382,17,10,1,362,0
3383,999,0,0,0,1
3384,2,12,1,394,0
3385,2,15,0,441,0
3386,76,5,0,101,1
3387,4,13,1,331,0
3388,13,7,0,177,0
3389,5,3,0,14,0
3390,4,10,0,259,0
3391,3,9,0,319,0
3392,48,1,0,7,1
3393,15,17,10,7806,0
3394,6,12,0,451,0
3395,1,6,0,84,0
3396,2,15,0,466,0
3397,65,2,0,30,1
3398,9,18,8,6571,0
3399,17,6,0,76,0
3400,15,3,0,19,0
3401,24,4,0,66,0
3402,14,8,0,143,0
3403,16,6,0,117,0
3404,3,13,1,354,0
3405,3,5,0,117,0
3406,10,8,0,185,0
3407,25,7,1,267,0
3408,103,4,0,33,1
3409,217,4,0,74,1
3410,23,1,0,6,0
3411,999,0,0,0,1
3412,34,1,0,13,1
3413,6,6,0,81,0
3414,92,1,0,22,1
3415,265,2,0,28,1
3416,5,3,0,72,0
3417,11,16,3,2210,0
3418,16,12,0,383,0
3419,224,1,0,6,1
3420,128,1,0,4,1
3421,1,4,0,50,0
3422,35,1,0,8,1
3423,16,3,0,86,0
3424,3,3,0,35,0
3425,5,21,7,6576,0
3426,70,4,0,53,1
3427,17,7,1,211,0
3428,3,11,1,317,0
3429,31,3,0,39,1
3430,31,9,0,264,1
3431,28,1,0,35,0
3432,35,4,0,140,1
3433,3,14,0,359,0
3434,73,1,0,10,1
3435,36,8,0,164,1
3436,38,2,0,22,1
3437,6,7,0,180,0
3438,999,0,0,0,1
3439,69,4,0,107,1
3440,10,6,0,169,0
3441,20,8,0,110,0
3442,16,1,0,15,0
3443,2,25,12,13825,0
3444,57,7,1,190,1
3445,20,7,0,182,0
3446,21,2,0,27,0
3447,16,3,0,23,0
3448,3,15,1,491,0
3449,67,4,0,33,1
3450,37,5,0,89,1
3451,189,1,0,24,1
3452,999,0,0,0,1
3453,3,6,0,109,0
3454,9,11,1,319,0
3455,116,1,0,7,1
3456,1,5,0,113,0
3457,19,7,0,161,0
3458,12,2,0,39,0
3459,11,1,0,8,0
3460,4,23,8,7520,0
3461,19,11,0,319,0
3462,27,3,0,45,0
3463,1,3,0,46,0
3464,59,4,0,48,1
3465,1,19,7,5500,0
3466,62,2,0,57,1
3467,3,7,1,264,0
3468,14,7,0,116,0
3469,7,8,0,192,0
3470,29,8,0,275,0
3471,2,11,0,314,0
3472,82,3,0,31,1
3473,44,9,0,237,1
3474,3,6,0,147,0
3475,5,14,0,448,0
3476,6,14,0,373,0
3477,71,1,0,3,1
3478,196,8,1,304,1
3479,2,7,0,188,0
3480,21,2,0,18,0
3481,3,11,2,632,0
3482,16,5,0,91,0
3483,60,1,0,7,1
3484,27,7,1,147,0
3485,4,20,8,6187,0
3486,232,1,0,10,1
3487,35,9,1,250,1
3488,51,4,1,94,1
3489,35,3,0,33,1
3490,999,0,0,0,1
3491,4,7,0,143,0
3492,59,2,0,34,1
3493,45,4,0,40,1
3494,15,3,0,37,0
3495,11,13,5,3130,0
3496,20,20,5,4203,0
3497,3,2,0,32,0
3498,17,12,0,377,0
3499,16,5,0,177,0
3500,1,9,0,288,0
3501,1,24,8,8688,0
3502,80,11,2,703,1
3503,15,6,0,114,0
3504,9,3,0,31,0
3505,107,1,0,6,1
3506,7,13,0,387,0
3507,32,3,0,35,1
3508,24,6,1,216,0
3509,48,9,1,251,1
3510,58,4,0,74,1
3511,2,7,0,234,0
3512,69,2,0,26,1
3513,68,1,0,4,1
3514,114,2,0,17,1
3515,23,3,0,45,0
3516,3,11,0,207,0
3517,36,4,0,55,1
3518,4,28,9,10523,0
3519,20,15,8,4351,0
3520,26,2,0,32,0
3521,6,3,0,24,0
3522,71,2,0,21,1
3523,29,5,1,155,0
3524,34,4,0,79,1
3525,21,10,0,358,0
3526,4,9,0,302,0
3527,3,3,0,52,0
3528,45,4,0,81,1
3529,999,0,0,0,1
3530,26,9,0,149,0
3531,180,1,0,6,1
3532,86,2,0,17,1
3533,37,8,0,138,1
3534,3,11,0,262,0
3535,201,4,0,104,1
3536,12,3,0,45,0
3537,120,2,0,24,1
3538,162,1,0,21,1
3539,125,3,0,24,1
3540,11,7,0,154,0
3541,5,2,0,21,0
3542,3,3,0,42,0
3543,11,8,0,137,0
3544,15,2,0,14,0
3545,9,4,0,55,0
3546,2,1,0,10,0
3547,7,3,0,29,0
3548,80,2,0,25,1
3549,21,5,0,101,0
3550,21,5,0,75,0
3551,4,2,0,50,0
3552,17,9,0,159,0
3553,13,7,0,146,0
3554,14,9,0,230,0
3555,125,4,0,49,1
3556,22,1,0,4,0
3557,31,11,0,313,1
3558,193,1,0,9,1
3559,13,5,0,51,0
3560,30,5,0,112,0
3561,28,3,0,45,0
3562,5,13,0,336,0
3563,9,8,0,211,0
3564,28,4,0,68,0
3565,109,1,0,16,1
3566,41,1,0,14,1
3567,8,2,0,26,0
3568,25,2,0,14,0
3569,1,10,0,213,0
3570,16,8,0,179,0
3571,3,8,0,143,0
3572,19,9,2,468,0
3573,1,20,9,8260,0
3574,4,5,0,99,0
3575,18,5,0,107,0
3576,12,3,0,39,0
3577,1,6,0,109,0
3578,40,5,0,84,1
3579,2,9,0,323,0
3580,16,4,0,71,0
3581,1,12,1,353,0
3582,94,2,0,7,1
3583,999,0,0,0,1
3584,162,1,0,24,1
