"user_id","days_since_last_session","total_sessions_count","total_orders_count","is_churned"
1358,28,6,1,0
1359,45,5,0,1
1360,3,10,0,0
1361,127,4,0,1
1362,3,30,15,0
1363,55,5,0,1
1364,999,0,0,1
1365,12,21,9,0
1366,52,4,0,1
1367,19,11,1,0
1368,66,1,0,1
1369,56,2,0,1
1370,36,1,0,1
1371,24,11,0,0
1372,14,2,0,0
1373,4,10,0,0
1374,132,1,0,1
1375,311,1,0,1
1376,37,5,1,1
1377,1,1,0,0
1378,5,3,0,0
1379,4,1,0,0
1380,2,13,1,0
1381,4,6,0,0
1382,999,0,0,1
1383,9,13,1,0
1384,16,5,0,0
1385,49,2,0,1
1386,146,5,0,1
1387,6,3,0,0
1388,16,8,0,0
1389,15,8,0,0
1390,52,6,0,1
1391,27,8,0,0
1392,6,8,0,0
1393,81,1,0,1
1394,13,10,0,0
1395,8,4,0,0
1396,23,8,0,0
1397,23,7,0,0
1398,2,14,0,0
1399,13,11,0,0
1400,8,3,0,0
1401,20,3,0,0
1402,194,1,0,1
1403,9,11,0,0
1404,24,3,0,0
1405,13,6,0,0
1406,47,7,0,1
1407,3,23,6,0
1408,28,1,0,0
1409,3,13,1,0
1410,154,5,0,1
1411,11,13,1,0
1412,999,0,0,1
1413,999,0,0,1
1414,6,9,0,0
1415,4,23,8,0
1416,999,0,0,1
1417,67,2,0,1
1418,16,1,0,0
1419,4,8,0,0
1420,12,8,0,0
1421,11,6,0,0
1422,154,3,0,1
1423,1,14,1,0
1424,54,3,0,1
1425,23,7,0,0
1426,1,13,7,0
1427,122,3,0,1
1428,12,1,0,0
1429,15,6,0,0
1430,54,1,0,1
1431,65,5,0,1
1432,999,0,0,1
1433,181,7,0,1
1434,35,5,0,1
1435,99,1,0,1
1436,135,1,0,1
1437,14,11,0,0
1438,24,6,0,0
1439,7,6,0,0
1440,2,17,1,0
1441,12,12,0,0
1442,79,6,0,1
1443,999,0,0,1
1444,29,4,0,0
1445,53,2,0,1
1446,62,3,0,1
1447,19,4,0,0
1448,265,1,0,1
1449,46,5,0,1
1450,54,1,0,1
1451,9,2,0,0
1452,7,4,0,0
1453,44,1,0,1
1454,0,13,1,0
1455,6,7,0,0
1456,19,2,0,0
1457,7,7,0,0
1458,5,3,0,0
1459,215,2,0,1
1460,66,2,0,1
1461,190,1,0,1
1462,64,5,0,1
1463,18,2,0,0
1464,4,17,2,0
1465,26,2,0,0
1466,9,4,0,0
1467,4,3,0,0
1468,12,2,0,0
1469,69,1,0,1
1470,999,0,0,1
1471,20,4,0,0
1472,17,4,0,0
1473,54,1,0,1
1474,2,10,0,0
1475,6,4,0,0
1476,3,13,0,0
1477,207,1,0,1
1478,2,4,0,0
1479,2,21,10,0
1480,6,5,0,0
1481,29,3,0,0
1482,19,7,0,0
1483,6,11,0,0
1484,19,10,0,0
1485,221,3,0,1
1486,11,7,0,0
1487,1,24,12,0
1488,13,5,0,0
1489,2,26,10,0
1490,7,5,0,0
1491,7,19,7,0
1492,999,0,0,1
1493,3,5,0,0
1494,5,24,10,0
1495,999,0,0,1
1496,5,22,4,0
1497,180,1,0,1
1498,9,9,0,0
1499,20,25,10,0
1500,2,20,1,0
1501,16,18,9,0
1502,3,22,3,0
1503,23,10,0,0
1504,61,5,0,1
1505,20,12,5,0
1506,79,3,0,1
1507,23,8,0,0
1508,999,0,0,1
1509,999,0,0,1
1510,20,2,0,0
1511,4,11,1,0
1512,18,13,1,0
1513,58,9,0,1
1514,8,4,0,0
1515,6,7,0,0
1516,8,5,0,0
1517,14,2,0,0
1518,17,8,0,0
1519,1,17,0,0
1520,128,1,0,1
1521,4,11,0,0
1522,15,1,0,0
1523,13,12,0,0
1524,35,2,0,1
1525,130,1,0,1
1526,25,4,0,0
1527,48,1,0,1
1528,116,2,0,1
1529,12,7,0,0
1530,43,3,0,1
1531,28,2,0,0
1532,2,18,1,0
1533,86,2,0,1
1534,103,3,0,1
1535,18,14,4,0
1536,2,8,0,0
1537,55,2,0,1
1538,6,11,0,0
1539,19,2,0,0
1540,11,1,0,0
1541,3,17,0,0
1542,35,4,0,1
1543,4,3,0,0
1544,14,17,4,0
1545,25,6,0,0
1546,15,19,7,0
1547,63,4,0,1
1548,42,7,0,1
1549,7,15,1,0
1550,102,3,0,1
1551,4,15,0,0
1552,20,2,0,0
1553,3,13,3,0
1554,97,4,0,1
1555,3,8,0,0
1556,71,2,0,1
1557,5,5,0,0
1558,15,11,0,0
1559,63,3,0,1
1560,2,3,0,0
1561,1,4,0,0
1562,8,21,7,0
1563,48,1,0,1
1564,7,12,0,0
1565,317,2,0,1
1566,40,3,0,1
1567,63,1,0,1
1568,4,8,2,0
1569,12,4,0,0
1570,21,11,0,0
1571,51,7,0,1
1572,74,6,0,1
1573,3,7,1,0
1574,32,3,0,1
1575,4,4,0,0
1576,202,1,0,1
1577,999,0,0,1
1578,50,4,0,1
1579,32,2,0,1
1580,2,9,0,0
1581,9,3,0,0
1582,999,0,0,1
1583,14,10,0,0
1584,17,6,0,0
1585,13,16,7,0
1586,999,0,0,1
1587,7,6,1,0
1588,999,0,0,1
1589,27,4,0,0
1590,21,2,0,0
1591,77,2,0,1
1592,3,5,0,0
1593,3,32,10,0
1594,38,2,0,1
1595,127,2,0,1
1596,4,5,0,0
1597,16,5,0,0
1598,38,2,0,1
1599,5,7,0,0
1600,94,2,0,1
1601,999,0,0,1
1602,62,2,0,1
1603,61,3,0,1
1604,11,12,1,0
1605,28,6,0,0
1606,4,12,1,0
1607,45,3,0,1
1608,1,10,1,0
1609,2,7,0,0
1610,3,4,0,0
1611,25,9,0,0
1612,16,7,0,0
1613,22,10,0,0
1614,4,3,0,0
1615,1,21,10,0
1616,1,11,1,0
1617,8,14,0,0
1618,4,11,0,0
1619,100,1,0,1
1620,150,7,0,1
1621,12,8,0,0
1622,13,4,0,0
1623,5,2,0,0
1624,15,7,0,0
1625,12,21,9,0
1626,205,1,0,1
1627,33,2,0,1
1628,78,5,0,1
1629,12,1,0,0
1630,999,0,0,1
1631,20,3,0,0
1632,28,3,0,0
1633,10,4,0,0
1634,52,9,1,1
1635,17,2,0,0
1636,66,1,0,1
1637,2,9,1,0
1638,4,11,0,0
1639,86,1,0,1
1640,27,2,0,0
1641,5,9,1,0
1642,6,9,0,0
1643,9,7,0,0
1644,35,4,0,1
1645,11,1,0,0
1646,2,6,0,0
1647,13,3,0,0
1648,35,1,0,1
1649,999,0,0,1
1650,4,2,0,0
1651,1,16,0,0
1652,7,7,0,0
1653,999,0,0,1
1654,16,10,1,0
1655,51,5,0,1
1656,25,2,0,0
1657,26,15,0,0
1658,22,5,0,0
1659,999,0,0,1
1660,7,1,0,0
1661,53,2,0,1
1662,26,16,3,0
1663,54,5,0,1
1664,22,4,0,0
1665,35,3,0,1
1666,274,1,0,1
1667,26,21,9,0
1668,999,0,0,1
1669,30,1,0,0
1670,999,0,0,1
1671,19,2,0,0
1672,70,3,0,1
1673,11,7,0,0
1674,1,8,0,0
1675,35,7,0,1
1676,19,10,0,0
1677,4,25,7,0
1678,5,1,0,0
1679,22,6,0,0
1680,7,6,0,0
1681,59,12,5,1
1682,2,11,0,0
1683,63,2,0,1
1684,42,2,0,1
1685,163,1,0,1
1686,21,12,0,0
1687,18,1,0,0
1688,18,15,9,0
1689,32,4,0,1
1690,85,3,0,1
1691,6,10,0,0
1692,276,2,0,1
1693,40,2,0,1
1694,58,3,0,1
1695,49,1,0,1
1696,26,1,0,0
1697,999,0,0,1
1698,999,0,0,1
1699,86,1,0,1
1700,2,5,0,0
1701,4,22,12,0
1702,61,1,0,1
1703,31,5,0,1
1704,13,5,0,0
1705,3,5,0,0
1706,1,2,0,0
1707,9,2,0,0
1708,7,29,15,0
1709,8,7,0,0
1710,999,0,0,1
1711,69,2,0,1
1712,14,11,0,0
1713,32,6,0,1
1714,10,14,1,0
1715,191,1,0,1
1716,17,5,0,0
1717,16,3,0,0
1718,2,10,0,0
1719,49,1,0,1
1720,2,15,1,0
1721,50,1,0,1
1722,33,9,0,1
1723,17,3,0,0
1724,8,8,0,0
1725,8,2,0,0
1726,2,14,0,0
1727,47,2,0,1
1728,20,11,1,0
1729,46,7,0,1
1730,112,1,0,1
1731,12,4,0,0
1732,8,6,0,0
1733,3,7,0,0
1734,29,5,0,0
1735,45,1,0,1
1736,999,0,0,1
1737,1,16,0,0
1738,10,5,0,0
1739,20,6,0,0
1740,113,2,0,1
1741,19,3,0,0
1742,2,4,0,0
1743,999,0,0,1
1744,246,1,0,1
1745,4,6,1,0
1746,30,2,0,0
1747,100,2,0,1
1748,9,8,0,0
1749,1,24,10,0
1750,1,29,12,0
1751,8,20,6,0
1752,12,4,0,0
1753,63,1,0,1
1754,7,6,0,0
1755,101,2,0,1
1756,6,8,0,0
1757,145,1,0,1
1758,35,2,0,1
1759,63,3,0,1
1760,6,5,0,0
1761,8,15,6,0
1762,46,3,0,1
1763,1,5,0,0
1764,8,7,0,0
1765,173,2,0,1
1766,1,9,0,0
1767,5,10,2,0
1768,3,2,0,0
1769,999,0,0,1
1770,37,11,2,1
1771,38,2,0,1
1772,5,11,1,0
1773,66,3,0,1
1774,289,1,0,1
1775,63,3,0,1
1776,1,19,2,0
1777,150,1,0,1
1778,39,2,0,1
1779,18,1,0,0
1780,8,5,0,0
1781,28,1,0,0
1782,15,21,8,0
1783,17,3,0,0
1784,197,1,0,1
1785,7,5,0,0
1786,7,21,7,0
1787,39,2,0,1
1788,20,11,1,0
1789,29,7,0,0
1790,54,5,0,1
1791,37,3,0,1
1792,1,13,2,0
1793,11,11,2,0
1794,32,5,0,1
1795,2,26,4,0
1796,3,11,1,0
1797,37,8,0,1
1798,160,3,0,1
1799,76,2,0,1
1800,79,3,0,1
1801,16,10,0,0
1802,3,6,0,0
1803,3,4,0,0
1804,311,1,0,1
1805,7,4,0,0
1806,3,3,0,0
1807,271,2,0,1
1808,2,14,1,0
1809,86,8,0,1
1810,62,4,0,1
1811,30,8,1,0
1812,5,15,4,0
1813,1,4,0,0
1814,177,1,0,1
1815,247,1,0,1
1816,999,0,0,1
1817,5,3,0,0
1818,61,3,0,1
1819,999,0,0,1
1820,4,7,0,0
1821,13,4,0,0
1822,60,1,0,1
1823,42,1,0,1
1824,22,3,0,0
1825,13,5,0,0
1826,13,19,9,0
1827,7,14,0,0
1828,999,0,0,1
1829,4,4,0,0
1830,34,3,0,1
1831,16,9,0,0
1832,35,5,0,1
1833,5,1,0,0
1834,19,5,0,0
1835,26,5,0,0
1836,4,2,0,0
1837,15,6,0,0
1838,12,2,0,0
1839,24,9,1,0
1840,5,5,0,0
1841,3,16,0,0
1842,268,1,0,1
1843,2,5,0,0
1844,50,4,0,1
1845,999,0,0,1
1846,8,6,0,0
1847,108,3,0,1
1848,36,4,0,1
1849,9,1,0,0
1850,999,0,0,1
1851,6,19,4,0
1852,45,7,0,1
1853,77,1,0,1
1854,78,3,0,1
1855,42,1,0,1
1856,10,3,0,0
1857,1,11,0,0
1858,13,17,7,0
1859,62,1,0,1
1860,25,14,0,0
1861,999,0,0,1
1862,8,10,0,0
1863,6,4,0,0
1864,89,7,0,1
1865,53,1,0,1
1866,126,1,0,1
1867,85,2,0,1
1868,2,33,18,0
1869,18,5,0,0
1870,7,15,7,0
1871,132,3,0,1
1872,24,6,0,0
1873,3,8,0,0
1874,91,4,0,1
1875,11,3,0,0
1876,24,1,0,0
1877,242,3,0,1
1878,6,16,8,0
1879,3,8,0,0
1880,5,13,0,0
1881,1,5,0,0
1882,143,3,0,1
1883,25,2,0,0
1884,999,0,0,1
1885,44,4,0,1
1886,1,25,4,0
1887,62,2,0,1
1888,67,3,0,1
1889,12,3,0,0
1890,27,3,0,0
1891,38,1,0,1
1892,48,3,0,1
1893,85,2,0,1
1894,4,6,1,0
1895,22,3,0,0
1896,4,10,0,0
1897,15,4,0,0
1898,25,12,0,0
1899,77,1,0,1
1900,19,2,0,0
1901,3,23,6,0
1902,31,11,0,1
1903,22,20,11,0
1904,10,11,1,0
1905,1,7,0,0
1906,19,7,0,0
1907,74,1,0,1
1908,5,6,0,0
1909,10,7,0,0
1910,12,7,0,0
1911,78,4,0,1
1912,8,4,0,0
1913,999,0,0,1
1914,30,6,0,0
1915,21,4,0,0
1916,93,3,0,1
1917,38,9,0,1
1918,33,4,1,1
1919,15,9,0,0
1920,2,3,0,0
1921,24,1,0,0
1922,8,8,0,0
1923,24,10,1,0
1924,265,1,0,1
1925,4,2,0,0
1926,2,2,0,0
1927,4,4,0,0
1928,199,2,0,1
1929,27,7,0,0
1930,173,3,0,1
1931,999,0,0,1
1932,15,9,0,0
1933,44,2,0,1
1934,48,2,0,1
1935,3,12,1,0
1936,20,10,1,0
1937,1,14,2,0
1938,11,5,0,0
1939,10,3,0,0
1940,7,4,0,0
1941,2,11,0,0
1942,1,5,0,0
1943,27,1,0,0
1944,77,2,0,1
1945,15,10,0,0
1946,30,3,0,0
1947,3,3,0,0
1948,7,8,0,0
1949,8,4,0,0
1950,8,2,0,0
1951,2,4,0,0
1952,2,3,0,0
1953,97,9,0,1
1954,999,0,0,1
1955,98,2,0,1
1956,12,7,0,0
1957,68,1,0,1
1958,33,6,0,1
1959,7,8,0,0
1960,48,1,0,1
1961,8,10,0,0
1962,4,3,0,0
1963,18,3,0,0
1964,20,10,1,0
1965,1,17,0,0
1966,161,8,0,1
1967,196,3,0,1
1968,999,0,0,1
1969,30,1,0,0
1970,14,12,2,0
1971,26,4,0,0
1972,288,1,0,1
1973,2,3,0,0
1974,6,17,5,0
1975,1,12,0,0
1976,58,1,0,1
1977,5,4,0,0
1978,57,1,0,1
1979,999,0,0,1
1980,3,9,1,0
1981,82,3,0,1
1982,4,15,0,0
1983,8,7,0,0
1984,11,4,0,0
1985,128,1,0,1
1986,4,23,9,0
1987,3,8,0,0
1988,109,1,0,1
1989,34,2,0,1
1990,6,14,0,0
1991,6,8,2,0
1992,29,2,0,0
1993,12,4,0,0
1994,25,7,0,0
1995,14,5,0,0
1996,999,0,0,1
1997,45,2,0,1
1998,151,2,0,1
1999,210,1,0,1
2000,58,4,0,1
2001,52,6,0,1
2002,57,2,0,1
2003,7,14,0,0
2004,49,1,0,1
2005,4,14,1,0
2006,111,1,0,1
2007,7,10,4,0
2008,0,7,0,0
2009,152,1,0,1
2010,13,5,0,0
2011,999,0,0,1
2012,6,2,0,0
2013,6,14,2,0
2014,18,11,0,0
2015,11,4,0,0
2016,38,5,0,1
2017,11,24,10,0
2018,209,1,0,1
2019,83,6,0,1
2020,229,1,0,1
2021,255,1,0,1
2022,11,8,0,0
2023,46,8,0,1
2024,3,10,0,0
2025,2,8,0,0
2026,8,13,3,0
2027,32,2,0,1
2028,98,1,0,1
2029,176,2,0,1
2030,2,2,0,0
2031,26,19,2,0
2032,6,2,0,0
2033,20,1,0,0
2034,8,19,4,0
2035,5,4,0,0
2036,49,2,0,1
2037,10,1,0,0
2038,11,7,0,0
2039,40,9,0,1
2040,10,5,0,0
2041,38,6,0,1
2042,15,10,0,0
2043,6,16,1,0
2044,3,4,0,0
2045,47,1,0,1
2046,14,20,3,0
2047,7,6,0,0
2048,17,1,0,0
2049,13,3,0,0
2050,2,9,0,0
2051,3,25,12,0
2052,999,0,0,1
2053,2,13,1,0
2054,226,1,0,1
2055,7,26,11,0
2056,168,1,0,1
2057,999,0,0,1
2058,5,5,0,0
2059,84,4,0,1
2060,12,4,0,0
2061,27,6,0,0
2062,13,6,0,0
2063,2,3,0,0
2064,19,3,0,0
2065,999,0,0,1
2066,999,0,0,1
2067,3,15,0,0
2068,103,7,0,1
2069,6,6,0,0
2070,38,3,0,1
2071,999,0,0,1
2072,3,7,0,0
2073,93,8,0,1
2074,14,6,0,0
2075,22,5,0,0
2076,8,1,0,0
2077,3,5,0,0
2078,34,11,6,1
2079,3,5,0,0
2080,37,2,0,1
2081,2,8,0,0
2082,1,12,1,0
2083,15,8,1,0
2084,8,7,0,0
2085,999,0,0,1
2086,78,6,0,1
2087,51,1,0,1
2088,3,3,0,0
2089,999,0,0,1
2090,8,5,0,0
2091,1,27,13,0
2092,31,6,0,1
2093,999,0,0,1
2094,5,7,0,0
2095,2,12,0,0
2096,2,24,5,0
2097,9,4,0,0
2098,139,1,0,1
2099,4,6,0,0
2100,6,7,0,0
2101,10,4,0,0
2102,25,8,0,0
2103,48,15,0,1
2104,30,3,0,0
2105,42,3,0,1
2106,104,1,0,1
2107,11,6,0,0
2108,999,0,0,1
2109,3,11,0,0
2110,3,26,10,0
2111,4,11,2,0
2112,69,6,0,1
2113,4,17,3,0
2114,25,6,0,0
2115,2,7,0,0
2116,13,1,0,0
2117,2,9,0,0
2118,5,2,0,0
2119,7,18,8,0
2120,7,10,0,0
2121,1,19,9,0
2122,51,1,0,1
2123,11,8,0,0
2124,83,5,0,1
2125,9,23,4,0
2126,10,6,0,0
2127,6,25,7,0
2128,164,2,0,1
2129,26,3,0,0
2130,1,11,2,0
2131,77,3,0,1
2132,999,0,0,1
2133,68,1,0,1
2134,106,1,0,1
2135,124,5,0,1
2136,4,15,1,0
2137,252,2,0,1
2138,999,0,0,1
2139,10,6,0,0
2140,30,4,0,0
2141,1,6,0,0
2142,38,1,0,1
2143,21,3,0,0
2144,39,3,0,1
2145,9,8,0,0
2146,28,8,0,0
2147,33,7,0,1
2148,7,10,0,0
2149,10,1,0,0
2150,13,2,0,0
2151,2,7,0,0
2152,166,2,0,1
2153,3,25,9,0
2154,2,23,9,0
2155,22,12,0,0
2156,208,1,0,1
2157,16,6,0,0
2158,21,4,0,0
2159,2,22,5,0
2160,7,12,0,0
2161,4,15,7,0
2162,43,8,1,1
2163,4,8,0,0
2164,19,5,0,0
2165,7,9,1,0
2166,999,0,0,1
2167,999,0,0,1
2168,77,3,0,1
2169,11,6,0,0
2170,2,11,3,0
2171,31,5,0,1
2172,137,3,0,1
2173,10,11,1,0
2174,68,2,0,1
2175,100,1,0,1
2176,12,9,0,0
2177,86,3,0,1
2178,2,2,0,0
2179,9,9,3,0
2180,148,5,0,1
2181,26,8,0,0
2182,3,2,0,0
2183,5,21,6,0
2184,3,8,0,0
2185,19,15,1,0
2186,0,3,1,0
2187,76,2,0,1
2188,2,4,0,0
2189,26,2,0,0
2190,5,1,0,0
2191,16,12,1,0
2192,26,10,0,0
2193,37,6,0,1
2194,171,2,0,1
2195,24,11,2,0
2196,7,4,0,0
2197,999,0,0,1
2198,1,25,8,0
2199,1,7,0,0
2200,5,4,0,0
2201,5,12,2,0
2202,7,24,9,0
2203,57,5,0,1
2204,31,8,0,1
2205,17,12,1,0
2206,14,7,0,0
2207,13,3,0,0
2208,3,15,1,0
2209,6,13,0,0
2210,22,6,0,0
2211,203,1,0,1
2212,27,3,0,0
2213,10,3,0,0
2214,999,0,0,1
2215,271,1,0,1
2216,35,4,0,1
2217,2,7,0,0
2218,8,10,0,0
2219,38,8,0,1
2220,96,2,0,1
2221,2,3,0,0
2222,108,7,0,1
2223,999,0,0,1
2224,11,5,0,0
2225,19,5,0,0
2226,64,4,0,1
2227,2,2,0,0
2228,44,2,0,1
2229,82,3,0,1
2230,87,4,0,1
2231,31,8,0,1
2232,29,24,13,0
2233,1,11,1,0
2234,1,33,7,0
2235,20,4,0,0
2236,7,7,0,0
2237,15,15,6,0
2238,15,7,0,0
2239,1,22,8,0
2240,22,3,0,0
2241,2,7,0,0
2242,40,4,0,1
2243,24,1,0,0
2244,14,7,0,0
2245,28,1,0,0
2246,41,3,0,1
2247,14,6,0,0
2248,2,2,0,0
2249,28,13,2,0
2250,6,14,0,0
2251,139,1,0,1
2252,19,5,0,0
2253,69,1,0,1
2254,3,8,0,0
2255,1,18,2,0
2256,13,8,0,0
2257,1,15,1,0
2258,6,9,0,0
2259,14,1,0,0
2260,5,8,0,0
2261,2,9,0,0
2262,3,16,5,0
2263,5,2,0,0
2264,2,26,5,0
2265,20,4,0,0
2266,1,24,5,0
2267,39,19,6,1
2268,5,27,11,0
2269,192,2,0,1
2270,2,10,2,0
2271,29,19,0,0
2272,3,5,0,0
2273,45,3,0,1
2274,5,4,0,0
2275,77,3,0,1
2276,13,7,0,0
2277,19,1,0,0
2278,5,12,1,0
2279,30,5,0,0
2280,2,8,0,0
2281,11,2,0,0
2282,2,2,0,0
2283,13,14,0,0
2284,29,1,0,0
2285,32,6,0,1
2286,1,2,0,0
2287,3,11,2,0
2288,14,2,0,0
2289,25,7,0,0
2290,28,6,0,0
2291,9,10,0,0
2292,15,6,0,0
2293,2,6,0,0
2294,4,6,0,0
2295,16,3,0,0
2296,38,5,0,1
2297,17,2,0,0
2298,13,18,7,0
2299,49,6,0,1
2300,195,1,0,1
2301,68,3,0,1
2302,5,9,1,0
2303,21,3,0,0
2304,188,1,0,1
2305,171,4,1,1
2306,76,2,0,1
2307,24,8,0,0
2308,70,1,0,1
2309,3,8,0,0
2310,999,0,0,1
2311,28,6,0,0
2312,10,10,0,0
2313,5,12,1,0
2314,13,4,0,0
2315,211,1,0,1
2316,2,21,6,0
2317,7,24,4,0
2318,89,2,0,1
2319,13,2,0,0
2320,5,18,1,0
2321,9,9,2,0
2322,3,9,0,0
2323,8,28,10,0
2324,25,4,0,0
2325,68,4,0,1
2326,142,4,0,1
2327,15,2,0,0
2328,146,1,0,1
2329,1,12,0,0
2330,31,6,0,1
2331,4,18,12,0
2332,5,3,0,0
2333,1,10,0,0
2334,69,3,0,1
2335,1,11,0,0
2336,2,8,0,0
2337,22,10,0,0
2338,9,5,0,0
2339,2,16,1,0
2340,3,10,1,0
2341,5,15,0,0
2342,7,8,0,0
2343,6,9,0,0
2344,8,4,0,0
2345,21,1,0,0
2346,22,9,0,0
2347,34,9,0,1
2348,17,9,0,0
2349,1,22,19,0
2350,37,1,0,1
2351,146,1,0,1
2352,19,20,4,0
2353,2,15,3,0
2354,51,2,0,1
2355,3,12,0,0
2356,36,2,0,1
2357,13,9,1,0
2358,152,1,0,1
2359,14,12,0,0
2360,1,36,15,0
2361,5,10,0,0
2362,3,9,0,0
2363,142,1,0,1
2364,142,1,0,1
2365,999,0,0,1
2366,44,17,5,1
2367,160,1,0,1
2368,4,12,0,0
2369,3,2,0,0
2370,32,6,0,1
2371,12,5,0,0
2372,22,3,0,0
2373,15,5,0,0
2374,11,11,0,0
2375,56,2,0,1
2376,999,0,0,1
2377,57,1,0,1
2378,42,3,0,1
2379,67,3,0,1
2380,999,0,0,1
2381,8,4,0,0
2382,91,1,0,1
2383,23,1,0,0
2384,37,3,0,1
2385,25,4,0,0
2386,999,0,0,1
2387,20,8,0,0
2388,17,5,0,0
2389,999,0,0,1
2390,15,1,0,0
2391,2,11,0,0
2392,25,10,1,0
2393,39,4,0,1
2394,7,17,8,0
2395,16,11,0,0
2396,11,13,1,0
2397,10,1,0,0
2398,8,10,0,0
2399,3,10,0,0
2400,1,17,7,0
2401,43,1,0,1
2402,31,6,0,1
2403,7,8,0,0
2404,6,4,0,0
2405,58,6,0,1
2406,58,3,0,1
2407,5,22,2,0
2408,5,20,9,0
2409,10,3,0,0
2410,6,12,0,0
2411,999,0,0,1
2412,3,5,0,0
2413,41,1,0,1
2414,4,7,0,0
2415,23,1,0,0
2416,7,10,2,0
2417,999,0,0,1
2418,45,1,0,1
2419,999,0,0,1
2420,79,1,0,1
2421,32,4,1,1
2422,90,2,0,1
2423,5,29,9,0
2424,999,0,0,1
2425,16,4,0,0
2426,6,1,0,0
2427,13,1,0,0
2428,152,1,0,1
2429,229,2,0,1
2430,3,26,7,0
2431,43,5,0,1
2432,999,0,0,1
2433,2,8,1,0
2434,94,3,0,1
2435,999,0,0,1
2436,218,1,0,1
2437,17,5,0,0
2438,35,1,0,1
2439,11,2,0,0
2440,41,2,0,1
2441,5,5,0,0
2442,2,19,5,0
2443,4,11,0,0
2444,8,9,0,0
2445,4,7,0,0
2446,34,2,0,1
2447,215,1,0,1
2448,34,9,0,1
2449,48,4,0,1
2450,10,7,0,0
2451,4,11,0,0
2452,2,12,2,0
2453,10,7,0,0
2454,3,14,0,0
2455,30,6,0,0
2456,7,4,0,0
2457,16,4,0,0
2458,10,24,14,0
2459,8,11,0,0
2460,37,6,0,1
2461,4,21,5,0
2462,2,25,10,0
2463,69,1,0,1
2464,8,22,10,0
2465,5,9,0,0
2466,13,10,0,0
2467,16,5,0,0
2468,32,6,0,1
2469,13,7,1,0
2470,71,2,0,1
2471,63,5,0,1
2472,3,2,0,0
2473,11,2,0,0
2474,999,0,0,1
2475,6,5,0,0
2476,999,0,0,1
2477,5,12,8,0
2478,5,2,0,0
2479,306,1,0,1
2480,43,4,0,1
2481,4,18,9,0
2482,91,2,0,1
2483,38,2,0,1
2484,31,5,0,1
2485,24,6,0,0
2486,9,8,0,0
2487,86,2,0,1
2488,2,7,0,0
2489,6,3,0,0
2490,110,2,0,1
2491,20,8,0,0
2492,35,21,8,1
2493,57,2,0,1
2494,11,9,0,0
2495,69,1,0,1
2496,4,7,0,0
2497,13,10,1,0
2498,40,7,0,1
2499,16,7,0,0
2500,3,8,0,0
2501,89,1,0,1
2502,19,2,0,0
2503,3,9,0,0
2504,7,7,0,0
2505,22,2,0,0
2506,33,2,0,1
2507,5,22,10,0
2508,91,3,0,1
2509,3,24,11,0
2510,245,3,0,1
2511,101,5,0,1
2512,2,3,0,0
2513,21,6,0,0
2514,14,9,0,0
2515,85,5,0,1
2516,14,5,0,0
2517,165,2,0,1
2518,5,23,11,0
2519,25,6,0,0
2520,26,3,0,0
2521,10,2,0,0
2522,7,12,0,0
2523,31,4,0,1
2524,5,3,0,0
2525,44,2,0,1
2526,7,3,0,0
2527,23,1,0,0
2528,5,4,0,0
2529,2,7,0,0
2530,6,1,0,0
2531,92,1,0,1
2532,38,6,1,1
2533,3,19,4,0
2534,12,8,0,0
2535,122,1,0,1
2536,6,11,0,0
2537,14,1,0,0
2538,7,23,7,0
2539,13,10,0,0
2540,77,4,0,1
2541,5,9,0,0
2542,6,21,8,0
2543,6,4,0,0
2544,37,8,0,1
2545,31,9,0,1
2546,4,8,0,0
2547,2,4,0,0
2548,19,2,0,0
2549,72,2,0,1
2550,30,5,0,0
2551,4,6,0,0
2552,46,11,0,1
2553,32,5,0,1
2554,10,6,0,0
2555,10,8,0,0
2556,3,5,0,0
2557,39,2,0,1
2558,2,4,0,0
2559,283,1,0,1
2560,22,2,0,0
2561,3,22,3,0
2562,221,1,0,1
2563,2,1,0,0
2564,18,2,0,0
2565,22,8,0,0
2566,2,7,0,0
2567,2,10,0,0
2568,80,5,0,1
2569,7,3,0,0
2570,16,7,0,0
2571,21,21,6,0
2572,19,2,0,0
2573,3,11,0,0
2574,3,5,0,0
2575,43,7,0,1
2576,2,10,0,0
2577,181,2,0,1
2578,43,4,0,1
2579,17,16,10,0
2580,318,1,0,1
2581,9,1,0,0
2582,69,7,0,1
2583,17,6,0,0
2584,222,1,0,1
2585,127,2,0,1
2586,2,9,1,0
2587,28,3,0,0
2588,34,2,0,1
2589,1,3,0,0
2590,3,4,0,0
2591,5,3,0,0
2592,44,2,0,1
2593,11,4,0,0
2594,999,0,0,1
2595,70,14,0,1
2596,12,4,0,0
2597,1,25,4,0
2598,9,3,0,0
2599,91,3,0,1
2600,33,6,0,1
2601,14,7,0,0
2602,2,7,0,0
2603,13,19,9,0
2604,15,19,7,0
2605,7,4,0,0
2606,999,0,0,1
2607,13,1,0,0
2608,6,1,0,0
2609,9,3,0,0
2610,26,3,0,0
2611,35,2,0,1
2612,39,12,2,1
2613,8,1,0,0
2614,999,0,0,1
2615,4,8,0,0
2616,3,4,0,0
2617,21,9,1,0
2618,105,2,0,1
2619,4,8,1,0
2620,16,5,0,0
2621,19,3,0,0
2622,5,4,0,0
2623,4,7,0,0
2624,76,2,0,1
2625,2,2,0,0
2626,12,2,0,0
